! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Wednesday, 02 October 2024 10:21:40
! TIMEZONE (GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
! NAME Keysight Technologies
! MODEL N9916A
! SERIAL MY52401189
! FIRMWARE_VERSION A.08.17
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 0828103828
! CORRECTION1 Rdy
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT Degrees
BEGIN
4000000000,-94.0346889175618
4004000000,-103.180354132197
4008000000,-112.336146318191
4012000000,-121.618151933777
4016000000,-130.896974322931
4020000000,-140.239027187579
4024000000,-149.659940061819
4028000000,-159.065567326936
4032000000,-168.463726924668
4036000000,-177.846969419473
4040000000,172.762896151979
4044000000,163.412021829731
4048000000,154.117137049661
4052000000,144.92698981341
4056000000,135.700189835127
4060000000,126.562987163462
4064000000,117.509031201407
4068000000,108.4652759469
4072000000,99.5284034829363
4076000000,90.5816043704305
4080000000,81.7727914735557
4084000000,72.9922987519355
4088000000,64.2309069341108
4092000000,55.5645004819452
4096000000,46.8457658252239
4100000000,38.1772336353697
4104000000,29.5614399014119
4108000000,20.8575244115094
4112000000,12.2030182063266
4116000000,3.5660158383027
4120000000,-5.20075642576561
4124000000,-13.9155054872706
4128000000,-22.7576203563477
4132000000,-31.6285323492553
4136000000,-40.5907999228777
4140000000,-49.6206720254379
4144000000,-58.7052874950332
4148000000,-67.8833987293425
4152000000,-77.1442315604286
4156000000,-86.4686090792966
4160000000,-95.8704887764459
4164000000,-105.288474685694
4168000000,-114.827896569401
4172000000,-124.301408896539
4176000000,-133.88590349883
4180000000,-143.39543976297
4184000000,-152.905242509545
4188000000,-162.350851799594
4192000000,-171.815795322971
4196000000,178.833407977829
4200000000,169.535545056679
4204000000,160.368524241282
4208000000,151.23850865741
4212000000,142.144864830589
4216000000,133.162851872161
4220000000,124.291750407038
4224000000,115.365392648343
4228000000,106.533795885278
4232000000,97.7585903004836
4236000000,88.9875557458231
4240000000,80.2116148871718
4244000000,71.4302557693973
4248000000,62.6134582289624
4252000000,53.8048403567631
4256000000,44.9040164735808
4260000000,36.0058136497252
4264000000,27.0293204419743
4268000000,18.0527315247649
4272000000,9.05010856709743
4276000000,-0.0142217231766637
4280000000,-9.1719040573691
4284000000,-18.2805476467112
4288000000,-27.4563931048219
4292000000,-36.6728559727239
4296000000,-45.9137858453933
4300000000,-55.1137537610234
4304000000,-64.4280061899695
4308000000,-73.6768036470857
4312000000,-82.980748787279
4316000000,-92.3372495644877
4320000000,-101.692982095914
4324000000,-111.047892742926
4328000000,-120.405271972062
4332000000,-129.721069186031
4336000000,-139.095475633661
4340000000,-148.313607231006
4344000000,-157.562989772343
4348000000,-166.777299154623
4352000000,-175.949111469525
4356000000,174.933313474559
4360000000,165.796656789419
4364000000,156.736939915948
4368000000,147.636387425841
4372000000,138.523632251558
4376000000,129.399684414772
4380000000,120.236116178798
4384000000,111.074881611721
4388000000,101.867480885824
4392000000,92.6077376848789
4396000000,83.3717296376018
4400000000,74.068798771762
4404000000,64.8402804914626
4408000000,55.5950471106999
4412000000,46.3902976707993
4416000000,37.2059021180413
4420000000,28.0358993757853
4424000000,18.9581906905809
4428000000,9.83570245520256
4432000000,0.811394649687553
4436000000,-8.19352306868013
4440000000,-17.2248549944788
4444000000,-26.2083226014299
4448000000,-35.2246207101393
4452000000,-44.2715362772162
4456000000,-53.2889111785466
4460000000,-62.3741049578609
4464000000,-71.4057352870867
4468000000,-80.478420837769
4472000000,-89.5440117973625
4476000000,-98.5504844024604
4480000000,-107.574343977132
4484000000,-116.548507212505
4488000000,-125.538850771445
4492000000,-134.497062474869
4496000000,-143.414842300502
4500000000,-152.398859909114
4504000000,-161.368059945668
4508000000,-170.363594578352
4512000000,-179.415114286418
4516000000,171.538937596343
4520000000,162.407203707747
4524000000,153.29434451307
4528000000,144.160495495254
4532000000,134.951256091826
4536000000,125.704647628574
4540000000,116.461634053239
4544000000,107.177379422763
4548000000,97.8731854182369
4552000000,88.5777887602321
4556000000,79.3400506778961
4560000000,70.0571634670657
4564000000,60.8527104366856
4568000000,51.6983739153122
4572000000,42.5748086128875
4576000000,33.4590144230587
4580000000,24.4019333015354
4584000000,15.4083725342134
4588000000,6.39089538790018
4592000000,-2.56074634412008
4596000000,-11.4746308243937
4600000000,-20.3514575336493
4604000000,-29.222684971022
4608000000,-38.087964939498
4612000000,-46.8845078467005
4616000000,-55.6660435696897
4620000000,-64.4212514081582
4624000000,-73.1247791447135
4628000000,-81.8305076602029
4632000000,-90.5824870247723
4636000000,-99.2755946894384
4640000000,-108.044519335563
4644000000,-116.790096261042
4648000000,-125.614006935969
4652000000,-134.463254265018
4656000000,-143.423156963797
4660000000,-152.416266534706
4664000000,-161.503872300443
4668000000,-170.643049553791
4672000000,-179.817981939721
4676000000,170.896990772479
4680000000,161.587060841212
4684000000,152.269577681625
4688000000,142.945463276112
4692000000,133.590187284635
4696000000,124.275215216474
4700000000,114.984766485127
4704000000,105.715567466636
4708000000,96.4584786725739
4712000000,87.2852015522161
4716000000,78.0946023413589
4720000000,68.9441364449757
4724000000,59.8244773346756
4728000000,50.7421057832793
4732000000,41.6576364237425
4736000000,32.6464963968237
4740000000,23.6229503710913
4744000000,14.6192986223728
4748000000,5.62655230452112
4752000000,-3.27471321406772
4756000000,-12.1904650602148
4760000000,-21.0831942182694
